"","student_id","hours_studied","attendance","parental_involvement","access_to_resources","sleep_hours","previous_scores","internet_access","family_income","teacher_quality","school_type","gender","exam_score"
"3200",3200,23,87,"High","Low",6,81,"Yes","Medium","High","Private","Female",70
"3201",3201,21,79,"Medium","Low",8,78,"Yes","Low","High","Public","Female",66
"3202",3202,23,96,"Medium","Medium",8,62,"Yes","Low","High","Public","Female",69
"3203",3203,21,73,"Medium","Medium",9,99,"Yes","Medium","High","Public","Male",69
"3204",3204,28,72,"High","Medium",8,92,"Yes","Medium","Medium","Public","Female",68
"3205",3205,14,95,"Medium","Medium",8,51,"Yes","Medium","Medium","Private","Female",70
"3206",3206,16,92,"Medium","Low",9,71,"Yes","Low","Medium","Private","Female",66
"3207",3207,15,81,"High","Medium",5,68,"No","Medium","High","Public","Female",65
"3208",3208,25,65,"Low","Medium",6,94,"Yes","Low","High","Public","Male",65
"3209",3209,25,69,"Low","Medium",5,63,"Yes","High","Medium","Private","Male",65
"3210",3210,23,86,"Low","Medium",4,100,"Yes","Low","High","Public","Male",69
"3211",3211,27,75,"Medium","Medium",8,60,"Yes","Medium","Medium","Public","Female",69
"3212",3212,13,93,"Medium","High",9,62,"Yes","Low","Medium","Private","Male",65
"3213",3213,30,98,"High","High",8,83,"No","Low","High","Public","Female",76
"3214",3214,29,92,"Medium","High",8,58,"Yes","Medium","Low","Private","Male",72
"3215",3215,24,75,"Medium","Low",7,94,"Yes","Medium","High","Public","Male",67
"3216",3216,31,92,"High","Medium",7,55,"Yes","Low","High","Public","Male",74
"3217",3217,10,74,"Medium","Medium",10,99,"Yes","Medium","High","Public","Male",66
"3218",3218,17,67,"High","High",9,94,"Yes","Low","Low","Private","Female",66
"3219",3219,16,61,"Medium","High",6,92,"Yes","High","High","Public","Male",66
"3220",3220,24,75,"Low","High",9,70,"Yes","High","High","Public","Female",71
"3221",3221,14,96,"Medium","Low",9,76,"Yes","Low","High","Public","Male",66
"3222",3222,25,70,"Low","High",8,73,"Yes","Low","Low","Public","Male",65
"3223",3223,28,68,"Low","High",8,99,"Yes","High","Medium","Public","Female",69
"3224",3224,24,99,"Medium","Low",8,52,"Yes","Low","High","Public","Male",69
"3225",3225,22,61,"Medium","Medium",5,69,"Yes","Low","High","Public","Female",63
"3226",3226,14,91,"Low","Medium",5,98,"Yes","High","High","Public","Female",68
"3227",3227,15,73,"Medium","Medium",8,68,"Yes","High","Medium","Public","Female",64
"3228",3228,27,61,"Medium","Medium",5,70,"Yes","Low","Low","Public","Male",64
"3229",3229,25,97,"Medium","High",5,82,"Yes","Low","High","Public","Male",73
"3230",3230,20,66,"Low","High",4,95,"Yes","High","Medium","Public","Female",66
"3231",3231,17,82,"Medium","High",6,65,"Yes","Low","Medium","Private","Female",67
"3232",3232,8,71,"High","Medium",8,97,"Yes","Medium","Medium","Private","Female",63
"3233",3233,14,63,"Medium","Medium",8,64,"Yes","Low","Medium","Public","Male",61
"3234",3234,31,62,"Medium","Medium",8,91,"Yes","High","High","Public","Male",71
"3235",3235,12,65,"Low","Medium",6,64,"Yes","Medium","Medium","Public","Female",61
"3236",3236,21,63,"Medium","Low",7,54,"Yes","Medium","Medium","Private","Female",62
"3237",3237,26,90,"High","High",8,91,"Yes","High","High","Private","Male",74
"3238",3238,12,79,"Medium","Medium",8,73,"Yes","Medium","Medium","Private","Male",65
"3239",3239,21,74,"Low","Low",6,70,"Yes","Low","High","Public","Female",64
"3240",3240,26,77,"Low","Low",7,71,"Yes","Medium","High","Public","Male",66
"3241",3241,20,97,"High","High",4,81,"Yes","Medium","Medium","Public","Male",72
"3242",3242,37,96,"High","Medium",7,63,"Yes","Medium","High","Private","Male",76
"3243",3243,10,89,"Medium","Medium",6,62,"Yes","Low","Medium","Public","Male",67
"3244",3244,26,95,"Medium","High",9,74,"Yes","Low","Medium","Private","Female",71
"3245",3245,19,73,"High","Medium",6,52,"Yes","Medium","Medium","Public","Male",65
"3246",3246,25,75,"Low","Low",7,82,"Yes","Medium","High","Private","Male",68
"3247",3247,23,85,"Medium","Medium",6,91,"Yes","Low","High","Public","Male",68
"3248",3248,16,85,"High","Low",6,86,"Yes","High","High","Private","Male",67
"3249",3249,21,79,"Medium","Low",8,73,"Yes","Low","Low","Public","Female",64
"3250",3250,9,76,"Low","High",6,78,"No","Medium","Medium","Public","Male",60
"3251",3251,24,99,"Medium","Medium",10,51,"Yes","Low","Medium","Public","Male",70
"3252",3252,22,93,"High","Medium",4,96,"Yes","High","Low","Private","Male",73
"3253",3253,24,77,"Medium","Medium",8,78,"Yes","High","High","Private","Male",69
"3254",3254,26,89,"High","Medium",7,66,"Yes","Low","Medium","Public","Male",70
"3255",3255,22,71,"Medium","Medium",7,65,"Yes","Low","Medium","Public","Male",64
"3256",3256,21,64,"High","Low",7,83,"Yes","Low","Low","Public","Female",64
"3257",3257,15,74,"High","Medium",8,79,"Yes","High","Medium","Public","Male",65
"3258",3258,16,76,"Medium","Medium",7,59,"Yes","Low","Medium","Public","Female",62
"3259",3259,27,61,"Medium","Medium",9,70,"Yes","Medium","Medium","Public","Male",64
"3260",3260,29,93,"Medium","Medium",7,84,"Yes","High","Medium","Public","Male",72
"3261",3261,19,74,"Medium","Low",5,65,"No","Low","High","Public","Male",64
"3262",3262,20,83,"Medium","Medium",7,75,"Yes","Medium","Medium","Public","Female",67
"3263",3263,15,63,"High","High",9,63,"No","High","High","Private","Male",64
"3264",3264,27,67,"Low","Medium",6,54,"Yes","Medium","Low","Private","Male",61
"3265",3265,24,96,"Medium","High",5,69,"Yes","Low","Medium","Public","Male",72
"3266",3266,32,84,"Medium","Medium",8,87,"No","Medium","Medium","Public","Male",70
"3267",3267,15,98,"Medium","High",8,61,"Yes","Low","Medium","Public","Female",70
"3268",3268,18,100,"Medium","Medium",6,88,"Yes","Medium","Medium","Public","Male",71
"3269",3269,21,75,"High","High",7,83,"Yes","Medium","Medium","Public","Female",68
"3270",3270,24,72,"Medium","Medium",7,75,"Yes","High","Medium","Private","Female",68
"3271",3271,19,94,"High","High",7,99,"Yes","Low","Medium","Public","Male",70
"3272",3272,15,100,"High","High",8,94,"Yes","Medium","High","Public","Male",73
"3273",3273,25,85,"High","Medium",6,78,"Yes","Medium","High","Public","Female",69
"3274",3274,24,92,"Medium","High",8,78,"Yes","Medium","Medium","Public","Male",71
"3275",3275,15,91,"Low","Medium",6,64,"Yes","Low","High","Public","Male",64
"3276",3276,28,74,"Medium","Medium",9,96,"Yes","Medium","Medium","Private","Female",68
"3277",3277,27,83,"Medium","Medium",10,95,"Yes","High","Low","Private","Female",69
"3278",3278,21,93,"High","Low",6,87,"Yes","Low","High","Public","Female",70
"3279",3279,20,88,"Medium","Medium",5,56,"Yes","Low","Medium","Public","Female",67
"3280",3280,23,61,"Medium","High",8,85,"Yes","Medium","High","Private","Male",66
"3281",3281,15,73,"Medium","High",7,63,"Yes","Medium","Medium","Public","Male",65
"3282",3282,20,66,"Medium","High",8,59,"Yes","Medium","Medium","Public","Male",66
"3283",3283,7,69,"Low","Medium",6,88,"Yes","Low","High","Private","Female",61
"3284",3284,25,96,"Low","Medium",7,98,"Yes","Low","Medium","Public","Female",71
"3285",3285,11,61,"High","Low",6,55,"Yes","High","Low","Public","Male",60
"3286",3286,29,69,"Medium","Medium",7,58,"Yes","Low","Low","Public","Male",66
"3287",3287,18,72,"Low","Low",5,61,"Yes","Medium","Medium","Private","Male",61
"3288",3288,19,85,"Medium","Medium",7,98,"Yes","Medium","Medium","Public","Female",68
"3289",3289,16,81,"Medium","High",5,85,"No","Low","Medium","Public","Male",68
"3290",3290,18,69,"Medium","Medium",6,84,"Yes","Low","Medium","Public","Male",65
"3291",3291,29,67,"High","Low",7,75,"No","Low","Medium","Public","Female",65
"3292",3292,5,69,"Medium","Medium",8,77,"No","Low","High","Public","Female",60
"3293",3293,28,80,"Low","Medium",8,65,"Yes","Low","Medium","Private","Male",67
"3294",3294,22,71,"High","Medium",8,58,"No","Low","Medium","Public","Female",65
"3295",3295,13,98,"High","Medium",5,89,"Yes","High","Medium","Public","Male",70
"3296",3296,14,79,"Medium","Medium",9,74,"Yes","Medium","Medium","Public","Male",64
"3297",3297,30,62,"Medium","High",6,63,"Yes","Low","High","Public","Male",68
"3298",3298,14,89,"High","Medium",6,82,"Yes","Medium","Medium","Public","Female",69
"3299",3299,13,73,"Medium","High",7,60,"Yes","High","High","Public","Female",65
"3300",3300,27,86,"Medium","Medium",6,74,"Yes","High","High","Private","Male",71
"3301",3301,22,71,"Medium","Medium",8,60,"Yes","Medium","High","Public","Female",65
"3302",3302,14,83,"Medium","High",8,88,"Yes","High","Medium","Public","Male",65
"3303",3303,21,91,"Medium","Medium",6,66,"Yes","Medium","Medium","Public","Female",68
"3304",3304,14,97,"Medium","Low",7,72,"Yes","Low","Low","Public","Female",66
"3305",3305,27,70,"Low","Low",7,88,"No","High","Medium","Public","Male",65
"3306",3306,26,73,"High","High",8,83,"Yes","Medium","Medium","Public","Male",71
"3307",3307,23,79,"Low","Medium",6,70,"Yes","Medium","High","Public","Female",68
"3308",3308,22,97,"Medium","Medium",6,54,"No","High","Medium","Public","Male",70
"3309",3309,31,96,"Medium","Low",5,96,"Yes","Low","High","Private","Female",74
"3310",3310,20,64,"High","Low",6,50,"Yes","Low","Medium","Private","Male",62
"3311",3311,13,65,"Medium","High",5,87,"Yes","Medium","Medium","Public","Female",61
"3312",3312,23,80,"High","High",6,97,"Yes","Medium","Medium","Private","Male",70
"3313",3313,33,64,"Low","Medium",9,65,"Yes","Medium","","Public","Male",65
"3314",3314,14,74,"Medium","Medium",8,54,"Yes","Low","Low","Public","Male",62
"3315",3315,18,66,"High","High",9,62,"Yes","High","Medium","Public","Female",65
"3316",3316,22,85,"High","Medium",6,66,"Yes","Low","Medium","Private","Male",68
"3317",3317,20,98,"Medium","High",4,73,"Yes","Medium","Low","Private","Male",70
"3318",3318,14,100,"Medium","Low",7,76,"Yes","Medium","Medium","Private","Female",68
"3319",3319,27,75,"Low","Medium",10,86,"No","Medium","Medium","Private","Female",69
"3320",3320,34,84,"Medium","High",6,95,"Yes","Low","Medium","Private","Male",73
"3321",3321,21,94,"Medium","Medium",7,73,"Yes","Medium","Medium","Private","Female",71
"3322",3322,15,65,"Low","High",5,87,"Yes","Low","High","Private","Female",63
"3323",3323,11,88,"High","Medium",7,56,"Yes","Medium","Medium","Public","Male",66
"3324",3324,22,76,"High","Low",7,66,"Yes","Low","High","Private","Male",67
"3325",3325,27,68,"Low","High",4,56,"Yes","Low","High","Public","Female",64
"3326",3326,23,76,"Medium","Low",5,85,"Yes","Medium","Low","Public","Female",66
"3327",3327,20,63,"High","High",5,95,"Yes","High","High","Public","Male",69
"3328",3328,16,88,"Medium","High",5,94,"Yes","Medium","Medium","Private","Male",72
"3329",3329,13,70,"Medium","High",6,66,"Yes","Medium","Medium","Public","Male",63
"3330",3330,25,72,"Medium","High",8,62,"Yes","Low","Medium","Public","Female",67
"3331",3331,25,65,"Low","Medium",6,64,"Yes","Medium","Medium","Private","Male",64
"3332",3332,11,95,"Medium","Medium",9,64,"Yes","Low","Medium","Public","Male",68
"3333",3333,30,80,"High","High",6,54,"Yes","High","Medium","Public","Female",71
"3334",3334,23,83,"Medium","Low",7,57,"No","Medium","High","Public","Female",67
"3335",3335,28,83,"Medium","Low",8,61,"Yes","Low","Medium","Private","Male",67
"3336",3336,12,76,"Medium","Medium",9,50,"Yes","Medium","High","Public","Male",64
"3337",3337,12,68,"High","Low",6,52,"Yes","High","High","Public","Male",63
"3338",3338,19,90,"High","High",8,85,"Yes","Medium","Medium","Public","Male",72
"3339",3339,23,65,"Low","Medium",6,81,"Yes","Low","Medium","Public","Female",63
"3340",3340,31,64,"High","Medium",10,97,"Yes","Medium","Medium","Private","Female",67
"3341",3341,24,88,"Low","Medium",5,70,"No","Low","Medium","Private","Male",68
"3342",3342,19,68,"Low","High",8,72,"Yes","Low","High","Private","Male",64
"3343",3343,14,72,"Medium","High",9,53,"Yes","Medium","Medium","Public","Male",65
"3344",3344,27,79,"Medium","Low",5,58,"Yes","Medium","Medium","Private","Female",68
"3345",3345,14,78,"Medium","High",8,85,"Yes","Low","Medium","Private","Male",66
"3346",3346,30,88,"Medium","Medium",6,62,"Yes","Low","Medium","Private","Female",73
"3347",3347,18,85,"Low","Medium",10,89,"Yes","High","Medium","Private","Female",68
"3348",3348,30,86,"Medium","High",4,85,"Yes","Medium","Medium","Private","Male",72
"3349",3349,24,89,"Medium","Medium",5,87,"No","High","Medium","Public","Female",70
"3350",3350,19,72,"Medium","Medium",5,85,"Yes","Low","Medium","Private","Female",66
"3351",3351,17,73,"Low","Medium",5,85,"Yes","Medium","Medium","Public","Female",66
"3352",3352,18,78,"Low","Low",8,77,"Yes","Medium","High","Private","Female",66
"3353",3353,23,72,"High","Low",10,84,"Yes","Low","Medium","Public","Male",65
"3354",3354,20,99,"High","Low",9,76,"Yes","Low","Medium","Public","Male",71
"3355",3355,16,93,"Low","Medium",7,60,"Yes","Medium","Medium","Public","Female",66
"3356",3356,19,67,"Medium","Low",7,61,"Yes","Medium","","Private","Female",63
"3357",3357,20,60,"Medium","Medium",6,70,"Yes","Low","Medium","Public","Female",63
"3358",3358,7,62,"High","Medium",8,51,"Yes","Medium","Low","Public","Male",58
"3359",3359,23,70,"Medium","High",7,94,"Yes","Medium","High","Public","Female",68
"3360",3360,14,65,"High","Medium",7,63,"Yes","Low","Medium","Public","Male",61
"3361",3361,13,81,"Medium","High",6,53,"Yes","Low","Medium","Public","Male",65
"3362",3362,10,94,"High","Low",5,71,"Yes","High","Medium","Public","Male",67
"3363",3363,9,89,"Low","High",7,91,"Yes","High","Low","Public","Male",67
"3364",3364,12,69,"High","Low",7,70,"Yes","Medium","Medium","Private","Male",62
"3365",3365,16,76,"Medium","High",6,63,"Yes","Low","Medium","Public","Female",86
"3366",3366,32,80,"High","Medium",6,77,"Yes","Medium","Medium","Public","Male",71
"3367",3367,17,92,"Medium","Medium",8,79,"Yes","Low","Medium","Public","Male",70
"3368",3368,21,94,"Medium","Medium",8,88,"Yes","Medium","Medium","Public","Male",71
"3369",3369,22,96,"High","Low",10,90,"Yes","Low","Medium","Public","Male",71
"3370",3370,21,80,"High","High",9,85,"Yes","High","Medium","Public","Female",70
"3371",3371,20,88,"Medium","High",5,50,"No","Low","Medium","Public","Male",67
"3372",3372,13,64,"Medium","Low",7,50,"Yes","Medium","Low","Public","Male",60
"3373",3373,29,83,"High","High",5,99,"Yes","Medium","High","Public","Female",73
"3374",3374,31,70,"High","Low",4,63,"Yes","Medium","Medium","Public","Female",67
"3375",3375,10,77,"Low","High",10,64,"Yes","Low","Medium","Private","Female",62
"3376",3376,14,85,"Medium","High",9,87,"Yes","Medium","Medium","Public","Female",67
"3377",3377,18,70,"High","Low",6,79,"Yes","Medium","High","Public","Female",65
"3378",3378,14,62,"Medium","Medium",9,73,"Yes","Low","Medium","Public","Male",61
"3379",3379,23,60,"High","Medium",9,56,"No","Low","Medium","Private","Female",61
"3380",3380,16,61,"High","Medium",4,54,"Yes","Low","Medium","Private","Female",60
"3381",3381,33,60,"High","High",8,85,"Yes","Low","Low","Public","Male",68
"3382",3382,27,64,"High","Medium",6,56,"Yes","Low","High","Public","Female",65
"3383",3383,21,70,"High","High",8,72,"Yes","Medium","Low","Public","Female",67
"3384",3384,26,69,"High","Low",10,87,"Yes","Medium","Low","Public","Male",67
"3385",3385,27,99,"High","Medium",9,96,"Yes","High","Medium","Private","Male",74
"3386",3386,17,72,"Low","Medium",7,94,"Yes","Medium","Medium","Public","Female",64
"3387",3387,15,65,"Medium","High",9,93,"Yes","Low","Low","Private","Male",64
"3388",3388,20,82,"Medium","Low",4,68,"Yes","Low","High","Public","Male",67
"3389",3389,25,94,"High","High",8,96,"Yes","Medium","Medium","Public","Female",74
"3390",3390,21,87,"Medium","Medium",8,84,"Yes","Low","Low","Private","Male",69
"3391",3391,11,72,"Low","Medium",8,94,"Yes","Low","Low","Public","Male",62
"3392",3392,15,82,"Medium","Medium",6,54,"Yes","Medium","Medium","Public","Female",66
"3393",3393,20,89,"High","High",8,52,"Yes","Medium","Medium","Public","Female",69
"3394",3394,20,89,"High","Medium",8,71,"Yes","Medium","Medium","Public","Male",68
"3395",3395,32,87,"High","Medium",4,91,"Yes","High","Medium","Public","Female",74
"3396",3396,12,95,"Medium","Medium",7,70,"Yes","Medium","High","Public","Male",68
"3397",3397,23,95,"Medium","Medium",6,94,"Yes","Medium","Medium","Public","Male",73
"3398",3398,29,83,"Medium","Low",8,62,"Yes","High","Medium","Public","Male",70
"3399",3399,34,77,"Medium","High",9,52,"Yes","Medium","Medium","Private","Female",69
"3400",3400,18,86,"Medium","Medium",6,88,"Yes","Medium","High","Public","Male",68
"3401",3401,23,93,"Medium","High",5,81,"Yes","Low","Medium","Private","Male",71
"3402",3402,23,60,"Low","Medium",7,72,"Yes","High","Medium","Public","Female",64
"3403",3403,21,100,"Medium","Medium",5,92,"Yes","Low","Low","Public","Male",71
"3404",3404,19,67,"Medium","Medium",7,91,"Yes","Low","High","Public","Female",65
"3405",3405,23,79,"Low","Medium",7,66,"Yes","High","Medium","Private","Male",68
"3406",3406,5,95,"Medium","High",8,92,"Yes","Low","High","Private","Female",67
"3407",3407,24,69,"Medium","High",7,67,"Yes","Medium","High","Public","Male",67
"3408",3408,21,79,"Medium","Low",7,81,"Yes","Medium","Medium","Public","Male",67
"3409",3409,19,65,"Medium","High",9,60,"Yes","Low","Medium","Public","Male",63
"3410",3410,32,76,"Medium","Medium",7,63,"Yes","Medium","Low","Public","Female",68
"3411",3411,16,67,"High","High",6,72,"Yes","Low","High","Public","Female",66
"3412",3412,18,75,"Medium","Medium",7,66,"Yes","High","High","Public","Male",67
"3413",3413,32,75,"Medium","Low",6,56,"Yes","Medium","Medium","Public","Female",68
"3414",3414,15,100,"High","Medium",5,74,"Yes","High","Medium","Private","Male",72
"3415",3415,17,100,"Medium","Medium",5,76,"Yes","Low","High","Private","Female",70
"3416",3416,19,65,"Low","High",9,58,"Yes","Medium","Medium","Public","Female",62
"3417",3417,25,89,"Medium","Low",6,59,"Yes","Low","Medium","Public","Female",69
"3418",3418,21,62,"Medium","Low",7,51,"Yes","Low","Medium","Private","Female",61
"3419",3419,12,61,"Medium","Low",7,52,"Yes","Low","Medium","Public","Female",58
"3420",3420,17,64,"Low","Medium",7,68,"Yes","Medium","Medium","Private","Male",63
"3421",3421,16,99,"High","Medium",9,57,"No","Medium","Medium","Public","Female",71
"3422",3422,20,98,"Low","Medium",7,96,"No","Low","High","Public","Female",70
"3423",3423,23,68,"High","Medium",6,60,"Yes","Low","Medium","Public","Female",64
"3424",3424,23,66,"High","Low",6,53,"Yes","Medium","Medium","Public","Male",63
"3425",3425,9,70,"High","Medium",8,70,"Yes","Medium","Medium","Public","Male",63
"3426",3426,26,81,"High","Low",8,60,"Yes","Low","High","Public","Female",71
"3427",3427,22,83,"Low","High",8,53,"No","Low","Low","Public","Female",65
"3428",3428,28,69,"High","High",7,88,"Yes","Low","Medium","Public","Male",68
